band,letter,channel,frequency_mhz
BAND_A,A,1,1080
BAND_A,A,2,1120
BAND_A,A,3,1160
BAND_A,A,4,1200
BAND_A,A,5,1240
BAND_A,A,6,1258
BAND_A,A,7,1280
BAND_A,A,8,1320
BAND_B,B,1,1360
BAND_B,B,2,0
BAND_B,B,3,0
BAND_B,B,4,0
BAND_B,B,5,0
BAND_B,B,6,0
BAND_B,B,7,0
BAND_B,B,8,0
