band,letter,channel,frequency_mhz
BAND_A,A,1,0
BAND_A,A,2,0
BAND_A,A,3,0
BAND_A,A,4,0
BAND_A,A,5,0
BAND_A,A,6,0
BAND_A,A,7,0
BAND_A,A,8,0
BAND_B,B,1,1200
BAND_B,B,2,1220
BAND_B,B,3,1240
BAND_B,B,4,1258
BAND_B,B,5,1280
BAND_B,B,6,1300
BAND_B,B,7,1320
BAND_B,B,8,1340
