band,letter,channel,frequency_mhz
BOSCAM_A,A,1,1080
BOSCAM_A,A,2,1120
BOSCAM_A,A,3,1160
BOSCAM_A,A,4,1200
BOSCAM_A,A,5,1240
BOSCAM_A,A,6,1280
BOSCAM_A,A,7,1320
BOSCAM_A,A,8,1360
BOSCAM_B,B,1,1258
BOSCAM_B,B,2,0
BOSCAM_B,B,3,0
BOSCAM_B,B,4,0
BOSCAM_B,B,5,0
BOSCAM_B,B,6,0
BOSCAM_B,B,7,0
BOSCAM_B,B,8,0
