band,letter,channel,frequency_mhz
BAND-A,A,1,1080
BAND-A,A,2,1120
BAND-A,A,3,1160
BAND-A,A,4,1200
BAND-A,A,5,1240
BAND-A,A,6,1280
BAND-A,A,7,1320
BAND-A,A,8,1360
BAND-B,B,1,1200
BAND-B,B,2,1220
BAND-B,B,3,1240
BAND-B,B,4,1258
BAND-B,B,5,1280
BAND-B,B,6,1300
BAND-B,B,7,1320
BAND-B,B,8,1340
